This file was created using the 202606 CRSP database.
It contains value- and equally-weighted returns for  10 prior return portfolios.

The portfolios are constructed daily.  PRIOR_RET is from - 250 to - 21.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Daily
,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
19700908,   2.26,   1.94,   1.49,   0.59,   0.67,   0.19,   0.23,   0.68,  -0.44,  -0.14
19700909,  -0.84,  -1.00,  -0.69,  -0.15,  -0.32,   0.01,  -0.61,  -0.12,  -0.07,  -0.23
19700910,  -0.60,  -0.62,  -0.88,  -0.89,  -0.92,  -0.25,  -0.15,  -0.57,  -0.56,  -0.42
19700911,   2.56,   1.19,   1.03,   0.47,   0.16,   0.68,  -0.11,  -0.11,   0.40,   0.34
19700914,  -1.45,  -0.72,  -0.99,  -0.74,  -0.78,  -0.63,  -0.22,  -0.01,  -0.65,  -0.29
19700915,  -2.30,  -1.58,  -1.36,  -0.66,  -0.97,  -1.07,  -0.81,  -0.93,  -1.01,  -0.52
19700916,   2.68,   1.35,   1.03,   0.53,   1.14,   0.69,   0.29,  -0.55,   1.01,   0.47
19700917,   2.57,   1.79,   1.13,   1.48,   1.32,   0.42,   0.49,   0.13,   0.81,   0.94
19700918,   1.27,   1.96,   0.60,   0.97,   1.00,   0.43,   0.10,   0.27,   0.03,   0.28
19700921,  -1.86,  -1.33,  -1.78,  -0.66,  -1.16,  -0.42,  -0.99,  -0.41,  -0.65,  -0.79
19700922,  -0.46,  -0.95,  -0.35,  -0.51,  -0.46,  -0.13,  -0.01,  -0.37,  -0.38,  -0.22
19700923,   3.06,   2.04,   1.16,   1.40,   2.19,   0.97,   1.33,   1.17,   1.03,   1.17
19700924,   4.88,   3.10,   1.78,   2.25,   2.28,   1.28,   1.21,   1.08,   1.12,   0.54
19700925,   0.32,   0.78,  -0.16,   0.07,   0.18,  -0.19,   0.30,   0.25,   0.32,  -0.02
19700928,   1.40,   0.35,  -0.39,   0.35,   0.34,  -0.19,  -0.16,   0.08,  -0.54,  -0.13
19700929,   2.41,   1.21,   0.56,   1.57,   0.66,   0.41,   0.29,   0.37,   0.50,   0.63
19700930,  -0.79,  -0.86,  -0.30,   0.05,   0.18,   0.29,  -0.31,   0.31,  -0.33,   0.02
19701001,  -0.51,   0.14,  -0.11,  -0.03,   0.73,  -0.19,   0.23,   0.02,   0.17,   0.01
19701002,   2.31,   2.55,   1.90,   1.57,   1.05,   0.78,   0.69,   0.89,   0.82,   1.05
19701005,   1.63,   2.08,   0.91,   1.52,   2.32,   1.24,   1.93,   1.19,   1.15,   1.11
19701006,  -2.23,  -0.64,  -0.23,  -0.38,   0.09,   0.49,   0.83,   0.44,   0.79,  -0.18
19701007,   0.06,   0.11,  -0.27,  -0.13,  -0.36,   0.97,   0.06,  -0.21,   0.05,  -0.32
19701008,  -3.67,  -2.27,  -1.66,  -1.44,  -1.83,  -0.81,  -0.80,  -0.55,  -0.89,  -0.71
19701009,  -1.43,  -1.70,  -1.01,  -0.79,  -0.89,  -1.00,  -0.64,  -0.87,  -1.17,  -0.59
19701012,  -1.56,  -1.06,  -1.17,  -0.88,  -1.44,  -0.97,  -0.71,  -0.84,  -0.75,  -1.22
19701013,  -0.58,  -0.32,  -0.59,   0.06,   0.08,  -0.42,  -0.29,  -0.16,  -0.40,  -0.07
19701014,   0.25,  -0.53,  -0.27,   0.53,   0.17,   0.13,   0.14,   0.14,   0.27,   0.06
19701015,  -0.56,  -0.04,   0.37,   0.55,   0.57,   0.34,   0.17,   0.64,   0.58,   0.45
19701016,  -2.60,  -1.79,  -0.78,  -1.40,  -0.83,  -0.74,  -0.38,  -0.31,  -0.04,  -0.45
19701019,  -3.60,  -2.61,  -1.71,  -0.85,  -1.82,  -1.08,  -1.56,  -0.85,  -1.44,  -0.90
19701020,   1.03,   0.89,   0.56,   0.47,   1.15,   0.52,   0.29,   0.26,   0.67,   0.64
19701021,  -0.23,  -1.38,   0.21,  -0.05,  -0.36,  -0.07,   0.10,  -0.10,   0.24,   0.16
19701022,  -1.24,  -1.22,  -0.90,  -0.63,  -0.65,  -0.65,  -0.51,  -0.46,   0.18,  -0.09
19701023,   0.65,   0.47,  -0.12,  -0.20,   1.59,   0.55,   0.38,   0.09,   0.56,   0.58
19701026,  -1.60,  -1.28,  -0.61,  -0.38,  -0.18,  -0.99,  -0.37,  -0.59,  -0.24,  -0.30
19701027,  -1.14,  -0.86,  -0.60,  -0.68,  -0.52,  -0.03,  -0.09,  -0.09,  -0.40,  -0.18
19701028,   0.90,   1.33,   0.31,   0.44,   0.34,   0.94,  -0.02,  -0.05,   0.01,   0.34
19701029,  -1.51,  -0.50,  -0.44,  -0.53,  -0.42,   0.09,  -0.46,   0.25,  -0.26,   0.00
19701030,  -0.83,  -0.35,  -0.16,  -0.13,  -0.13,  -0.38,  -0.02,   0.27,   0.15,  -0.13
19701102,   0.74,   0.92,   0.29,  -0.19,   0.35,   0.71,   0.22,   0.43,   0.08,   0.39
19701103,   1.40,   1.32,   1.38,   1.03,   0.55,   0.05,   0.94,   1.09,   1.18,   0.89
19701104,  -0.89,  -0.47,  -0.23,  -0.16,   0.09,  -0.07,   0.19,   0.12,   0.67,   0.70
19701105,  -1.37,  -0.76,  -0.10,   0.06,   0.05,  -0.74,  -0.06,   0.04,   0.25,  -0.33
19701106,  -0.47,  -0.14,  -0.12,   0.04,   0.34,   0.24,   0.31,   0.02,   0.27,  -0.22
19701109,   0.84,   0.60,   0.72,   0.72,   1.07,   0.44,   0.84,   0.06,   0.34,   0.36
19701110,  -0.46,   0.77,   0.00,  -0.58,   0.24,   0.05,   0.25,   0.48,   0.08,   0.13
19701111,  -0.38,  -0.46,   0.92,   0.50,   0.05,   0.35,   0.81,   0.35,   0.04,   0.31
19701112,  -3.33,  -1.92,  -1.95,  -1.31,  -0.48,  -0.97,  -0.27,  -0.86,  -1.50,  -1.34
19701113,  -1.62,  -1.70,  -1.24,  -0.86,  -1.04,  -1.21,  -0.88,  -0.86,  -0.78,  -0.54
19701116,  -0.26,  -0.05,  -0.53,  -0.74,   0.12,  -0.37,  -0.07,  -0.11,   0.21,  -0.64
19701117,  -0.36,  -0.44,  -0.13,  -0.23,  -0.06,  -0.39,   0.05,   0.48,   0.39,   0.25
19701118,  -1.93,  -1.48,  -1.37,  -1.04,  -0.98,  -0.54,  -0.67,  -0.70,  -0.57,  -0.38
19701119,   0.16,   0.25,  -0.17,  -0.13,  -0.06,  -0.20,   0.03,   0.17,   0.35,   0.38
19701120,   1.80,   1.41,   0.64,   0.98,   1.39,   0.78,   0.17,   0.81,   1.21,   1.21
19701123,   0.36,   0.09,   0.35,   0.44,   0.66,   0.93,   0.90,   0.58,   0.65,   0.54
19701124,   0.25,   0.60,   0.78,   0.43,   0.31,  -0.11,   0.68,   0.94,   0.72,   1.15
19701125,   0.06,   0.63,   0.41,   0.39,   0.23,   0.31,   0.12,   0.72,   0.57,   0.63
19701127,   1.99,   1.39,   1.40,   1.14,   2.04,   1.15,   0.42,   0.64,   0.61,   0.68
19701130,   4.47,   3.72,   2.92,   2.94,   0.68,   2.08,   1.85,   1.26,   1.56,   1.23
19701201,  -0.12,   0.10,   0.00,   0.57,   0.15,   0.86,   0.73,   0.56,  -0.02,   0.16
19701202,   1.96,   2.29,   1.54,   1.90,   1.58,   1.23,   1.57,   0.97,   0.82,   0.69
19701203,  -0.52,   0.34,   1.22,   0.69,   0.05,   0.63,   1.02,   0.55,   0.34,   0.27
19701204,   0.54,   0.80,   0.51,   0.63,   0.45,   0.67,   0.58,   0.70,   0.50,   0.69
19701207,   1.48,   1.30,   0.64,   1.13,   1.16,   0.83,   0.56,   0.23,   0.48,  -0.26
19701208,  -1.15,  -1.12,  -0.52,  -0.64,  -0.15,   0.10,  -0.53,  -0.47,  -0.70,  -0.49
19701209,   0.10,   0.08,   0.08,  -0.14,   0.32,  -0.26,  -0.22,   0.16,   0.16,   0.03
19701210,   0.23,   0.60,   0.16,   0.07,   0.23,   0.35,   0.17,   0.73,   0.36,   0.39
19701211,   0.10,   0.22,   0.53,   0.73,   0.07,   0.53,   0.57,   0.34,   0.56,   0.21
19701214,  -2.14,  -1.36,  -0.96,  -0.42,  -1.16,  -0.31,   0.04,  -0.38,  -0.42,  -0.56
19701215,  -0.82,  -0.99,  -0.14,   0.07,  -0.14,  -0.18,   0.66,  -0.09,  -0.60,  -0.31
19701216,   0.47,   0.32,  -0.19,   0.20,   0.20,  -0.06,   0.12,   0.18,   0.10,   0.25
19701217,   0.47,   0.11,   0.64,   0.28,   0.15,   0.35,   0.34,   0.21,   0.56,   0.17
19701218,  -0.06,   0.17,   0.38,   0.36,   0.47,   0.32,   0.12,   0.10,   0.27,   0.12
19701221,  -0.35,  -0.42,  -0.56,  -0.68,   0.15,  -0.10,  -0.66,  -0.05,  -0.45,   0.10
19701222,  -0.10,   0.32,   0.11,   0.02,  -0.22,   0.49,   0.63,   0.39,   0.05,  -0.40
19701223,   0.95,   0.94,   0.47,   0.36,  -0.58,   0.47,   0.63,   0.13,  -0.09,   0.14
19701224,   2.83,   1.77,   1.39,   1.05,   0.84,   0.69,   0.45,   0.45,   0.30,   0.52
19701228,   1.92,   0.70,   0.37,   0.91,   0.53,   0.64,   0.62,   0.23,   0.24,   0.74
19701229,   2.52,   2.59,   1.50,   1.15,   1.21,   0.93,   0.80,   0.71,   1.16,   1.11
19701230,  -0.19,   0.50,   0.22,   0.56,   0.18,   0.39,  -0.16,   0.25,   0.30,   0.21
19701231,   0.11,   0.31,  -0.34,  -0.09,  -0.13,   0.07,  -0.32,  -0.03,  -0.20,   0.20
19710104,  -0.91,  -0.72,  -0.66,  -1.49,  -1.52,  -0.79,  -0.74,  -0.77,  -1.06,  -0.76
19710105,   2.21,   2.17,   1.76,   1.60,   0.87,   1.05,   0.87,   0.45,   0.50,   0.11
19710106,   1.84,   1.62,   1.28,   1.12,   0.62,   1.04,   0.72,   1.09,   0.72,  -0.02
19710107,  -0.36,  -0.87,  -0.11,  -0.07,  -0.34,   0.15,   0.52,   0.55,   0.10,  -0.16
19710108,  -0.81,  -0.86,  -0.16,  -0.02,  -0.14,   0.35,   0.12,  -0.07,  -0.16,  -0.52
19710111,   0.37,   0.75,   0.55,  -0.23,   0.03,   0.25,   0.24,  -0.29,  -0.34,  -0.65
19710112,   2.54,   2.35,   2.09,   1.11,   1.24,   1.33,   0.86,   0.58,   1.13,  -0.01
19710113,  -0.11,  -0.03,   0.01,  -0.07,  -0.06,   0.08,   0.22,  -0.71,   0.05,  -0.21
19710114,   1.04,   0.46,   0.56,   0.51,  -0.08,  -0.04,   0.47,   0.39,   0.09,   0.72
19710115,   0.53,   0.29,   0.82,   0.18,  -0.44,  -0.04,   0.41,   0.41,   0.53,   0.61
19710118,   0.30,  -0.27,   0.97,   0.47,   0.36,  -0.05,   0.45,   0.16,   0.46,  -0.07
19710119,  -0.12,   0.19,   0.16,  -0.04,   0.11,   0.35,   0.07,   0.46,   0.54,   0.52
19710120,   0.68,  -0.02,   0.68,   0.25,   0.22,   0.06,  -0.31,   0.06,  -0.13,   0.37
19710121,   1.72,   1.30,   0.56,   0.58,   0.56,   0.42,  -0.21,   0.38,   0.82,   0.29
19710122,   1.29,   1.35,   0.94,   0.83,   0.60,   0.54,   0.14,   0.44,   1.19,   0.51
19710125,   2.41,   1.14,   0.20,   0.88,   0.97,   0.51,   0.55,   0.37,  -0.02,   0.09
19710126,   1.22,   0.91,  -0.17,   0.82,   0.52,   0.05,   0.34,  -0.13,   0.07,   0.40
19710127,  -0.88,  -0.84,  -0.78,  -0.70,  -0.78,  -0.14,  -0.44,  -0.88,  -1.19,  -0.74
19710128,   0.17,   0.98,   1.20,  -0.55,   0.25,   0.97,   0.50,   0.07,   0.35,   0.65
19710129,   0.99,   1.07,   1.17,   1.36,   0.19,   0.45,   0.47,   0.28,   0.66,   1.01
19710201,   2.41,   2.05,   0.69,   0.66,   1.12,   0.31,   0.42,   0.25,   0.13,   1.27
19710202,   0.73,   0.22,  -0.05,   0.33,   0.21,   0.00,   0.25,   0.22,  -0.28,  -0.21
19710203,   2.01,   0.89,   0.72,   0.47,   0.09,   0.52,  -0.03,   0.21,  -0.02,   0.01
19710204,   0.33,   0.12,   0.69,   0.08,  -0.10,  -0.34,   0.42,   0.04,   0.39,   0.41
19710205,   0.56,   0.31,   0.11,   0.96,   0.11,   0.22,   0.55,   0.23,   0.71,   0.55
19710208,   1.86,   1.40,   0.74,   0.94,   0.42,  -0.15,   0.47,   0.64,   0.51,   0.74
19710209,  -0.75,  -0.94,  -0.20,  -0.21,   0.09,  -0.07,   0.05,   0.29,   0.00,   0.22
19710210,  -0.17,  -0.34,  -0.15,  -0.31,  -0.26,  -0.46,   0.08,   0.42,  -0.25,   0.09
19710211,   0.72,   0.95,   0.47,   0.75,   0.65,   0.94,   0.59,   0.19,   0.57,   0.15
19710212,   1.09,   1.04,   0.48,   0.68,   0.65,   0.25,   0.66,   0.51,   1.03,   0.46
19710216,   0.31,   0.13,   0.25,   0.13,   0.21,   0.05,   0.36,   0.19,   0.79,   0.15
19710217,  -0.55,  -0.83,  -0.80,  -0.42,  -0.15,  -1.41,  -0.32,  -0.27,   0.16,  -0.25
19710218,  -1.65,  -1.55,  -1.35,  -0.66,  -0.70,  -0.24,  -0.54,  -0.60,  -0.39,  -0.17
19710219,  -2.45,  -1.66,  -1.46,  -1.06,  -0.58,  -0.43,  -0.76,  -0.82,  -0.89,  -0.74
19710222,  -1.43,  -1.52,  -1.35,  -0.38,  -0.92,  -1.50,  -1.26,  -1.07,  -0.95,  -0.95
19710223,   1.61,   0.97,   0.63,   0.71,   0.47,  -0.22,   0.42,   0.46,   0.62,   0.62
19710224,   1.39,   1.07,   0.43,   0.75,   1.05,   0.97,   0.34,   0.68,   0.42,   0.95
19710225,  -1.14,  -0.92,  -0.09,  -0.49,   0.27,   0.00,   0.28,   0.76,   0.31,   1.10
19710226,  -0.96,  -0.90,  -0.04,   0.32,  -0.12,  -0.15,  -0.31,  -0.47,  -0.33,  -0.44
19710301,   0.86,   0.77,   0.33,   0.52,   0.41,   0.06,   0.05,   0.57,   0.13,   0.04
19710302,   0.02,  -0.17,   0.10,   0.02,  -0.09,  -0.24,  -0.03,   0.18,   0.30,   0.34
19710303,   0.21,  -0.16,  -0.35,   0.08,  -0.05,   0.01,   0.00,  -0.18,  -0.03,   0.47
19710304,   1.99,   1.37,   1.10,   1.10,   0.89,   0.83,   0.95,   0.68,   1.29,   1.42
19710305,   1.16,   1.41,   0.79,   1.49,   1.19,   0.47,   1.04,   0.78,   1.67,   1.03
19710308,   1.09,   0.38,   0.30,   0.54,   0.65,   0.14,   0.48,   0.83,   0.46,   0.10
19710309,   0.51,   0.33,   0.51,   0.36,   0.13,  -0.05,   0.11,   0.57,  -0.16,  -0.22
19710310,   0.44,   0.49,   0.11,  -0.30,  -0.02,   0.24,  -0.27,  -0.42,  -0.46,  -0.01
19710311,  -1.04,  -0.16,  -0.05,   0.56,  -0.18,   0.14,   0.21,   0.02,  -0.26,   0.09
19710312,   0.80,   0.72,  -0.07,  -0.07,   0.89,   0.29,  -0.01,  -0.22,  -0.09,   0.08
19710315,   2.10,   2.09,   1.36,   1.20,   1.18,   0.95,   1.05,   0.75,   0.95,   1.25
19710316,   0.39,   0.81,   0.64,   0.56,   0.37,   0.84,   0.47,  -0.01,   0.47,   0.52
19710317,   0.21,   0.45,   0.26,   0.26,  -0.06,  -0.22,  -0.26,  -0.17,  -0.01,   0.10
19710318,   0.44,  -0.02,   0.38,   0.10,   0.46,   0.08,  -0.20,   0.34,  -0.27,   0.20
19710319,  -0.73,  -0.58,  -0.38,   0.07,  -0.23,  -0.09,  -0.02,  -0.08,  -0.42,   0.24
19710322,  -1.25,  -0.81,  -0.12,  -0.49,  -0.20,  -0.35,  -0.35,  -0.33,  -0.36,  -0.30
19710323,  -0.41,  -0.48,   0.04,  -0.37,  -0.46,  -0.32,  -0.70,  -0.19,   0.06,  -0.35
19710324,  -0.85,  -0.62,  -0.69,  -0.51,  -0.53,  -0.12,  -0.56,  -0.46,  -1.05,  -0.78
19710325,   0.53,  -0.30,  -0.04,   0.33,  -0.26,  -0.03,   0.24,  -0.21,  -0.12,  -0.07
19710326,   0.63,   0.33,   0.22,   0.16,   0.59,   0.27,   0.02,   0.38,   0.83,   0.72
19710329,   0.45,   0.04,   0.36,  -0.10,   0.19,  -0.23,   0.25,   0.22,   0.13,   0.17
19710330,  -0.04,  -0.04,   0.83,  -0.08,   0.13,   0.19,  -0.20,   0.44,   0.44,   0.45
19710331,   0.32,   0.36,  -0.52,   0.03,   0.20,   0.51,  -0.20,  -0.09,   0.06,   0.32
19710401,   0.47,  -0.33,   0.34,   0.04,  -0.12,   0.40,  -0.24,  -0.04,   0.07,   0.11
19710402,   0.48,   0.33,   0.38,   0.02,   0.42,   0.12,   0.41,   0.02,  -0.04,   0.22
19710405,  -0.08,  -0.27,  -0.67,   0.10,   0.51,   0.52,   0.21,  -0.10,   0.52,   0.36
19710406,   0.59,   0.46,   0.21,   0.46,   0.43,   0.91,   0.20,   0.53,   1.36,   0.63
19710407,   0.44,   0.26,   0.02,   0.14,   0.44,   0.19,   1.16,   0.94,   0.83,   0.36
19710408,   0.36,   0.44,   0.20,  -0.62,   0.11,   0.18,   0.57,   0.28,   0.24,   0.12
19710412,   0.27,   0.27,   0.51,   0.11,   0.96,   1.13,   0.75,   1.26,   0.81,   0.28
19710413,  -0.42,  -0.14,  -0.15,  -0.43,   0.25,  -0.16,   0.32,   0.51,   0.18,   0.26
19710414,   0.85,   0.46,   0.38,   0.25,   0.49,   0.34,   0.18,   0.82,   0.08,   0.53
19710415,  -0.27,   0.61,   0.12,  -0.26,   0.06,   0.46,   0.21,   0.34,   0.36,   0.06
19710416,   0.18,   0.58,   0.29,  -0.01,  -0.24,  -0.27,   0.05,   0.19,  -0.01,   0.09
19710419,   0.42,  -0.32,   0.19,   0.59,   0.77,   0.14,   0.64,   0.25,   0.58,   0.52
19710420,  -0.93,  -1.06,  -0.53,  -0.05,  -0.27,  -0.58,  -0.37,  -0.40,  -0.54,  -0.49
19710421,  -1.08,  -0.93,  -0.15,  -0.36,  -0.09,  -0.11,  -0.32,  -0.01,   0.14,  -0.15
19710422,   0.96,   0.27,   0.87,  -0.27,   0.28,   0.01,   0.37,   0.63,   0.28,   0.54
19710423,   1.18,   0.05,   0.58,   0.53,   0.38,   0.23,   0.60,   0.67,   0.77,   1.04
19710426,   0.35,   0.47,  -1.11,   0.09,  -0.03,   0.10,   0.27,   0.18,  -0.05,   0.60
19710427,   0.59,   0.83,   0.22,   0.15,   0.50,   0.72,   0.01,   0.56,   0.35,   0.45
19710428,   0.12,  -0.14,   0.04,   0.24,   0.68,   0.52,   0.28,   0.10,   0.80,   0.23
19710429,  -0.14,   0.12,  -0.64,  -0.43,   0.03,  -0.15,  -0.15,  -0.57,  -0.44,  -0.62
19710430,  -0.82,  -0.11,  -0.88,  -0.70,  -1.04,  -0.46,  -0.44,  -0.56,  -0.36,  -0.78
19710503,  -0.50,  -0.57,  -0.35,  -0.14,  -0.59,  -0.40,  -0.60,  -1.03,  -0.72,  -0.67
19710504,   0.57,   0.51,   1.09,   0.72,   0.39,   0.68,   0.66,   0.35,   0.48,   0.69
19710505,   0.54,  -0.76,  -0.26,  -0.01,  -0.10,   0.05,   0.35,   0.06,   0.31,  -0.16
19710506,  -1.09,  -0.17,  -0.50,  -0.34,  -0.84,  -0.37,  -0.52,  -0.43,  -0.57,  -0.94
19710507,  -0.06,  -0.15,  -0.07,  -0.52,  -0.41,  -0.25,  -0.33,  -0.21,  -0.36,  -0.54
19710510,  -0.58,  -0.41,  -0.43,  -0.40,  -0.53,  -0.48,  -0.55,  -0.56,  -0.40,  -0.53
19710511,   0.19,   0.21,   0.11,   0.49,   0.00,   0.39,   0.31,   0.44,   0.57,   0.84
19710512,   0.04,   0.25,   0.13,   0.55,   0.07,   0.20,   0.46,   0.27,   0.04,   0.60
19710513,   0.00,  -0.54,  -0.16,   0.16,  -0.50,  -0.07,  -0.24,  -0.07,   0.19,   0.10
19710514,  -0.54,  -0.64,   0.10,  -0.46,  -0.78,  -0.25,  -0.15,  -0.42,  -0.39,  -0.32
19710517,  -1.70,  -0.88,  -1.23,  -1.24,  -1.12,  -1.88,  -1.68,  -1.60,  -2.28,  -2.60
19710518,   0.12,  -0.25,   0.01,   0.25,   0.37,   0.04,  -0.04,  -0.30,   0.22,   0.07
19710519,   0.20,   0.01,  -0.08,   0.21,   0.60,   0.15,  -0.22,   0.27,   0.54,   0.60
19710520,  -0.09,   0.25,  -0.03,   0.36,   0.36,  -0.14,   0.62,   0.34,   0.47,   0.44
19710521,  -0.65,  -0.03,  -0.47,  -0.49,  -0.17,  -0.40,  -0.20,  -0.39,  -0.06,  -0.59
19710524,  -1.07,  -0.55,  -0.43,  -0.96,  -0.91,  -0.93,  -0.42,  -0.84,  -0.70,  -1.04
19710525,  -0.89,  -0.81,  -0.80,  -0.73,  -0.33,  -0.68,  -0.43,  -0.85,  -0.53,  -0.43
19710526,   0.28,   0.06,   0.19,   0.21,   0.30,  -0.21,   0.14,   0.31,  -0.08,   0.45
19710527,  -0.30,  -0.31,   0.04,  -0.13,  -0.20,  -0.24,  -0.06,   0.03,   0.16,   0.24
19710528,   0.44,   0.61,   0.40,  -0.49,   0.13,   0.70,   0.10,   0.61,   0.52,   0.87
19710601,   0.39,   0.41,   0.32,   0.47,   0.81,   0.44,   0.71,   0.41,   1.18,   1.41
19710602,   0.61,   0.13,   0.69,   0.57,   0.71,   0.92,   1.33,   1.22,   0.81,   1.94
19710603,   0.32,  -0.04,   0.05,  -0.43,  -0.15,   0.58,   0.49,   0.79,   0.55,   0.98
19710604,  -0.40,   0.28,  -0.06,   0.59,   0.55,  -0.17,   0.47,   0.17,   0.11,   0.39
19710607,  -0.21,  -0.24,   0.04,  -0.78,   0.12,   0.00,   0.08,  -0.06,   0.11,  -0.02
19710608,  -0.95,  -0.38,  -0.67,  -0.97,  -0.76,  -0.47,  -0.59,  -0.82,  -1.12,  -1.17
19710609,  -0.26,  -0.15,  -0.29,   0.51,  -0.17,  -0.33,  -0.06,   0.10,  -0.18,  -0.20
19710610,  -0.03,   0.52,   0.06,   0.35,   0.16,   0.42,   0.18,  -0.08,   0.83,   0.41
19710611,   0.04,   0.96,  -0.03,   0.60,   0.34,   0.27,   0.05,   0.04,   0.53,   0.47
19710614,  -1.16,  -0.47,  -0.59,  -0.91,  -1.31,  -0.26,  -0.86,  -0.51,  -0.99,  -0.79
19710615,  -0.18,  -0.45,   0.03,   0.12,   0.56,   0.40,   0.04,  -0.37,  -0.36,   0.03
19710616,  -0.12,  -0.11,   0.11,   0.56,   0.32,  -0.12,  -0.07,   0.59,   0.39,   0.17
19710617,  -0.38,  -0.03,   0.35,  -0.11,   0.03,  -0.06,  -0.09,   0.16,  -0.30,  -0.05
19710618,  -1.25,  -1.14,  -0.98,  -1.57,  -1.68,  -1.53,  -1.31,  -1.63,  -1.70,  -2.66
19710621,  -1.28,  -0.23,  -1.09,  -0.68,  -1.15,  -1.40,  -1.29,  -1.56,  -1.61,  -2.20
19710622,   0.20,  -0.41,   0.26,  -0.52,  -0.24,  -0.25,  -0.31,  -0.32,  -0.99,  -0.24
19710623,   0.91,   0.68,   0.80,   0.48,   0.90,   0.70,   0.95,   1.00,   1.37,   1.49
19710624,  -0.35,   0.12,  -0.28,  -0.12,  -0.13,  -0.18,  -0.45,  -0.24,   0.27,  -0.17
19710625,  -0.17,   0.26,  -0.05,  -0.46,  -0.42,  -0.11,  -0.33,   0.03,  -0.29,   0.14
19710628,  -0.16,   0.03,  -0.75,   0.11,  -0.71,   0.22,  -0.46,  -0.36,  -0.14,   0.08
19710629,   0.85,   1.06,   0.89,   0.99,   1.23,   1.13,   0.74,   1.46,   1.56,   1.61
19710630,   0.56,   0.88,   0.88,   0.92,   1.04,   0.83,   0.75,   1.32,   0.96,   1.19
19710701,  -0.34,   0.25,   0.19,  -0.02,   0.39,   0.19,   0.40,   0.23,  -0.51,   0.01
19710702,   0.11,   0.07,  -0.06,   0.05,   0.06,   0.00,   0.18,  -0.20,  -0.04,   0.46
19710706,   0.02,   0.34,  -0.20,   0.32,  -0.12,   0.05,   0.31,  -0.09,   0.04,   0.41
19710707,   0.38,   0.75,  -0.35,   0.49,   0.35,   0.25,   0.53,   0.54,   0.52,   0.97
19710708,   0.21,   0.28,   0.05,   0.55,   0.59,   0.30,   0.48,   0.64,   0.20,   0.21
19710709,   0.94,   0.17,   0.33,   0.45,   0.14,   0.12,   0.17,   0.83,   0.39,   0.31
19710712,   0.39,   0.39,   0.32,  -0.11,   0.12,   0.19,  -0.05,   0.08,   0.29,  -0.13
19710713,  -1.01,  -0.96,  -0.77,  -1.97,  -1.11,  -0.94,  -1.40,  -1.14,  -1.32,  -1.80
19710714,  -0.31,  -0.34,  -0.11,  -0.19,  -0.10,  -0.14,  -0.37,  -0.20,   0.24,   0.06
19710715,  -0.04,  -0.60,   0.40,  -0.35,   0.09,   0.37,   0.17,   0.63,   0.11,   0.12
19710716,  -0.16,  -0.08,   0.36,  -0.52,   0.04,   0.04,  -0.96,   0.25,  -0.48,  -0.15
19710719,  -0.19,  -0.25,  -0.02,  -0.19,  -0.17,   0.09,  -0.59,  -0.42,  -0.15,  -0.44
19710720,   0.33,   0.17,  -0.25,   0.56,   0.64,   0.47,   0.49,   0.19,   0.59,   0.54
19710721,  -0.24,  -0.54,   0.25,   0.20,  -0.03,  -0.08,  -0.11,  -0.03,  -0.32,   0.10
19710722,  -0.20,  -0.39,  -0.28,   0.40,  -0.43,  -0.23,  -0.68,  -0.08,  -0.32,  -0.25
19710723,  -0.27,  -0.25,  -0.03,  -0.20,   0.32,  -0.26,  -0.13,  -0.49,  -0.54,   0.03
19710726,   0.09,  -0.09,   0.12,  -0.30,  -0.38,  -0.34,  -0.47,  -0.80,  -0.74,  -0.63
19710727,  -0.72,  -0.56,  -0.52,  -0.85,  -1.27,  -0.79,  -1.00,  -1.26,  -1.50,  -1.54
19710728,  -0.96,  -0.82,  -0.76,   0.20,  -1.14,  -0.70,  -1.06,  -1.25,  -1.36,  -1.52
19710729,  -1.49,  -1.11,  -1.04,  -1.13,  -1.38,  -1.22,  -0.98,  -1.14,  -1.54,  -1.88
19710730,  -0.36,   0.15,  -0.35,  -0.89,  -0.49,  -0.31,  -0.49,  -0.27,  -0.82,  -0.46
19710802,   1.18,   0.94,   0.57,   0.67,   0.50,   0.28,   0.40,  -0.24,   0.55,   0.39
19710803,  -1.29,  -1.00,  -1.09,  -1.32,  -1.67,  -1.35,  -1.83,  -2.04,  -2.42,  -3.21
19710804,  -0.55,  -0.58,  -0.52,  -0.91,  -0.29,  -0.47,  -0.65,  -0.49,  -0.58,  -0.20
19710805,   0.09,  -0.10,   0.04,   0.23,   0.19,   0.25,   0.35,   0.70,   0.48,   0.57
19710806,   0.03,  -0.22,   0.48,   0.02,   0.18,   0.52,   0.47,   0.58,   0.81,   0.29
19710809,  -0.59,  -0.50,  -0.92,  -0.57,  -0.70,  -0.71,  -0.79,  -0.91,  -1.00,  -1.17
19710810,  -0.28,  -0.12,   0.10,   0.01,   0.18,   0.26,  -0.21,  -0.21,  -0.04,   0.30
19710811,   0.84,   0.40,   0.62,   1.04,   1.12,   1.11,   1.53,   1.85,   2.17,   2.60
19710812,   0.80,   0.57,   1.09,   1.66,   1.49,   1.27,   1.81,   1.66,   1.94,   2.25
